"StationName" "Latitude" "Longitude" "Elevation" "Jan" "Feb" "Mar" "Apr" "May" "Jun" "Jul" "Aug" "Sep" "Oct" "Nov" "Dec"
"5326" "USC00340179" 34.5903 -99.3344 420.6 109 120 199 238 399 445 225 273 275 283 154 137
"5327" "USC00340184" 34.8847 -99.2964 464.8 126 129 224 270 397 464 244 273 300 303 165 127
"5328" "USC00340193" 36.8014 -98.6878 446.2 105 113 303 245 381 411 284 343 193 239 164 122
"5329" "USC00340200" 35.1592 -97.9036 358.1 121 165 244 308 437 408 243 222 339 356 201 167
"5330" "USC00340215" 36.2483 -98.1883 364.2 90 110 252 356 487 529 324 319 440 308 171 128
"5331" "USC00340224" 35.0619 -98.1989 356 114 159 261 277 489 452 246 281 312 368 197 167
"5332" "USC00340256" 34.2208 -95.615 143.3 257 288 398 406 553 495 370 236 440 472 421 326
"5333" "USC00340260" 34.8892 -98.3592 398.1 131 195 283 330 473 465 241 245 323 408 198 184
"5334" "USC00340288" 35.6542 -97.3658 309.1 138 140 303 279 537 545 378 301 315 395 231 158
"5335" "USC00340292" 34.1772 -97.1617 256.3 194 233 284 325 534 433 280 227 357 410 232 255
"5336" "USC00340332" 36.1669 -99.7214 740.4 82 98 196 205 378 390 240 266 255 245 135 108
"5337" "USC00340364" 34.7833 -96.0667 233.2 272 255 392 417 565 527 339 268 450 399 363 323
"5338" "USC00340391" 34.3983 -96.14 172.2 250 263 403 438 617 573 341 281 411 451 380 315
"5339" "USC00340535" 36.5653 -96.1664 234.7 168 199 322 442 587 583 392 380 425 346 300 219
"5340" "USC00340546" 36.7619 -96.0117 217.9 260 194 305 362 622 568 322 319 423 373 272 232
"5341" "USC00340567" 34.385 -94.8981 250.5 337 375 502 495 674 485 421 341 477 543 482 479
"5342" "USC00340593" 36.8125 -100.5308 751.3 60 74 171 172 267 389 273 263 169 173 92 96
"5343" "USC00340670" 34.8822 -95.0906 203.3 290 295 417 475 591 571 378 301 461 474 511 380
"5344" "USC00340755" 36.5297 -97.4472 304.8 117 153 319 332 446 510 318 313 333 342 218 152
"5345" "USC00340782" 35.9833 -95.8833 184.4 193 191 380 345 621 479 314 239 437 400 300 236
"5346" "USC00340818" 36.8047 -97.2764 307.8 115 137 307 354 502 535 361 378 355 335 209 155
"5347" "USC00340830" 35.1183 -97.67 388.6 151 179 311 332 481 447 283 312 387 367 203 207
"5348" "USC00340908" 36.7236 -102.4806 1259.7 48 43 123 129 214 299 266 334 157 138 59 67
"5349" "USC00340980" 34.0211 -95.8722 167.6 249 288 387 365 665 485 303 321 369 520 409 333
"5350" "USC00341075" 36.9219 -97.335 320 106 153 298 324 493 555 378 370 338 346 209 134
"5351" "USC00341144" 35.8292 -96.3917 253 171 191 352 360 566 510 267 298 393 427 306 257
"5352" "USC00341162" 34.0497 -94.7381 144.8 332 396 477 432 654 488 366 296 409 546 485 480
"5353" "USC00341168" 34.1333 -94.7 135 372 390 612 442 644 447 437 291 423 595 485 476
"5354" "USC00341243" 36.8003 -99.64 588.6 66 100 181 221 363 408 206 284 209 214 122 95
"5355" "USC00341256" 36.6928 -96.7319 297.2 127 167 352 411 511 568 340 330 449 330 219 164
"5356" "USC00341499" 34.1442 -94.6378 304.8 328 383 543 461 635 472 472 270 395 559 494 434
"5357" "USC00341504" 35.1756 -98.5794 451.4 112 132 270 298 489 479 244 298 285 311 149 144
"5358" "USC00341544" 34.2661 -94.7753 396.2 310 369 469 405 705 460 386 305 404 599 451 428
"5359" "USC00341620" 36.3108 -98.9803 559.3 84 113 241 230 372 381 251 329 265 259 149 100
"5360" "USC00341648" 34.6008 -96.3131 216.4 245 272 400 430 562 491 278 303 336 452 311 268
"5361" "USC00341684" 35.7061 -96.88 292 129 182 321 335 509 487 271 294 380 369 258 195
"5362" "USC00341706" 34.4225 -98.6497 349.9 118 159 254 274 451 437 207 285 274 326 155 176
"5363" "USC00341711" 35.4722 -95.5219 193.5 273 242 372 374 581 432 312 271 512 430 376 309
"5364" "USC00341717" 36.4806 -95.4211 224 212 218 359 386 560 607 302 315 469 394 340 270
"5365" "USC00341724" 36.7672 -98.4244 377.6 121 153 280 278 429 475 308 333 281 292 168 140
"5366" "USC00341745" 34.5019 -96.9717 321.6 200 230 376 375 549 471 344 258 450 453 268 266
"5367" "USC00341750" 35.0489 -97.9158 330.7 145 183 288 347 464 486 239 346 362 405 224 196
"5368" "USC00341828" 36.3225 -95.5808 179.2 193 228 370 429 554 536 412 332 470 380 363 273
"5369" "USC00341858" 34.6606 -95.5828 207 269 280 399 503 598 474 374 288 412 483 438 357
"5370" "USC00341909" 35.5014 -98.9772 478.5 107 120 259 239 481 478 217 331 363 330 169 149
"5371" "USC00342011" 34.2742 -96.4139 234.7 208 254 420 417 537 511 300 260 424 444 336 279
"5372" "USC00342039" 35.35 -98.6742 460.2 126 121 268 261 445 476 252 349 284 332 181 155
"5373" "USC00342054" 34.3622 -97.9736 312.4 152 200 328 355 521 462 212 255 363 412 236 206
"5374" "USC00342125" 35.3008 -98.9958 476.7 119 122 236 259 408 471 209 355 301 299 159 129
"5375" "USC00342196" 34.7422 -97.7039 375.5 158 189 343 324 574 440 246 307 393 430 231 235
"5376" "USC00342242" 35.9269 -97.6742 327.4 113 139 295 317 468 491 275 317 299 292 212 151
"5377" "USC00342318" 35.9803 -96.7758 289.6 134 182 318 367 581 523 318 289 402 341 261 225
"5378" "USC00342354" 34.5433 -95.6764 230.1 309 307 415 505 664 475 366 278 446 499 437 380
"5379" "USC00342485" 35.4561 -95.9072 208.8 210 237 369 406 568 515 367 315 502 427 364 266
"5380" "USC00342660" 34.5011 -97.9592 342.9 151 203 296 356 528 496 260 278 364 426 231 212
"5381" "USC00342668" 34.4933 -98.1419 339.9 131 177 262 272 453 428 191 247 325 426 208 183
"5382" "USC00342678" 34 -96.3686 182.9 227 282 405 402 518 552 320 242 377 463 359 318
"5383" "USC00342690" 35.2894 -96.0397 214.9 232 242 361 358 557 501 312 309 480 434 312 282
"5384" "USC00342788" 35.655 -97.4678 359.7 146 168 286 320 514 521 258 321 380 437 163 149
"5385" "USC00342818" 35.5489 -97.9553 403.9 104 147 285 281 500 565 250 351 320 330 206 151
"5386" "USC00342849" 35.3925 -99.5064 646.2 98 126 257 239 433 408 225 341 315 274 148 123
"5387" "USC00342872" 34.61 -97.4222 310.9 158 218 289 318 449 495 261 268 420 378 243 199
"5388" "USC00342912" 36.4194 -97.8747 379.5 107 149 282 309 435 520 278 341 310 349 203 141
"5389" "USC00342944" 35.2164 -99.8628 627.9 77 97 199 217 408 396 208 290 279 260 131 107
"5390" "USC00342993" 35.1931 -95.5903 189 219 248 439 398 574 483 339 321 515 381 371 346
"5391" "USC00343065" 34.9511 -94.9081 166.7 333 316 411 458 652 525 372 306 473 461 510 386
"5392" "USC00343070" 36.3744 -99.6264 644.7 72 92 195 202 342 345 240 278 212 213 141 92
"5393" "USC00343083" 34.2667 -95.9167 155.4 296 292 389 423 565 435 340 255 412 490 345 372
"5394" "USC00343250" 36.8736 -96.5692 385.6 104 131 304 343 525 574 390 324 467 358 179 174
"5395" "USC00343304" 36.5442 -99.535 618.7 72 93 220 224 365 411 234 307 223 228 128 97
"5396" "USC00343353" 34.3861 -99.02 391.7 125 162 263 283 397 413 214 283 306 324 160 152
"5397" "USC00343358" 36.7647 -99.1128 461.8 77 97 218 239 389 402 261 287 225 231 144 110
"5398" "USC00343489" 36.85 -100.0569 685.8 74 89 194 203 286 365 253 297 193 206 107 107
"5399" "USC00343497" 35.6306 -98.3217 478.8 104 126 256 287 426 457 193 308 336 317 183 149
"5400" "USC00343628" 36.5914 -101.6181 999.1 31 43 114 145 223 260 239 239 165 155 48 47
"5401" "USC00343740" 36.7425 -98.1331 365.8 92 114 290 254 441 456 295 381 314 329 180 131
"5402" "USC00343821" 35.8161 -97.395 338.3 143 173 351 323 503 538 264 334 368 363 259 219
"5403" "USC00343835" 36.7028 -101.4781 935.7 188 58 126 129 258 278 211 289 157 158 78 84
"5404" "USC00343871" 35.585 -99.3953 554.7 103 99 237 237 407 429 197 287 296 281 152 132
"5405" "USC00343884" 35.2028 -95.8897 207.3 220 251 376 377 646 441 351 249 519 421 387 299
"5406" "USC00343909" 36.9561 -96.8592 371.9 89 161 294 380 538 521 312 306 258 365 238 115
"5407" "USC00343956" 35.8258 -95.6933 181.4 219 246 381 360 568 472 257 306 477 480 386 274
"5408" "USC00343998" 34.6286 -99.1394 413.6 94 135 208 249 378 412 244 296 300 257 183 146
"5409" "USC00344001" 34.2331 -97.4203 274.9 172 216 315 305 534 442 253 239 400 405 249 241
"5410" "USC00344008" 34.9128 -94.5997 180.4 283 281 397 462 736 453 348 334 463 441 464 399
"5411" "USC00344017" 34.3333 -94.65 458.1 354 423 440 502 712 380 449 295 430 511 520 474
"5412" "USC00344019" 36.5381 -98.2661 411.5 105 132 279 289 417 452 280 344 287 306 173 136
"5413" "USC00344052" 34.5828 -97.3464 295.7 165 221 306 335 576 463 255 260 414 405 229 219
"5414" "USC00344055" 36.0942 -97.835 357.8 123 143 289 322 500 485 286 342 287 285 190 151
"5415" "USC00344235" 35.0567 -96.3861 260.6 189 224 348 391 514 490 283 323 435 412 286 275
"5416" "USC00344249" 34.6808 -99.8136 494.1 75 121 169 235 340 405 222 280 267 260 135 105
"5417" "USC00344258" 36.8806 -95.2867 277.4 165 203 340 403 642 528 337 294 437 365 322 244
"5418" "USC00344298" 36.8589 -101.2172 912.9 53 54 137 153 235 245 254 209 165 154 58 80
"5419" "USC00344384" 34.0211 -95.5381 158.5 313 360 467 363 553 481 308 238 401 463 446 382
"5420" "USC00344451" 33.9336 -94.8278 111.3 326 399 498 427 623 425 357 253 412 534 475 456
"5421" "USC00344489" 36.1139 -96.8789 271.6 151 157 320 377 520 437 273 302 423 323 269 204
"5422" "USC00344567" 36.4236 -94.7967 320 248 271 414 426 586 408 358 321 505 428 393 340
"5423" "USC00344573" 36.7222 -97.7903 318.5 100 132 299 302 516 491 295 371 325 347 198 144
"5424" "USC00344672" 36.2133 -94.7725 362.7 258 271 421 440 527 477 316 367 491 441 414 344
"5425" "USC00344766" 36.9031 -102.965 1325.9 45 49 105 119 205 234 343 313 139 143 56 52
"5426" "USC00344861" 35.8583 -97.9294 320 119 148 300 315 491 510 265 371 357 311 212 166
"5427" "USC00344865" 33.93 -96.6961 208.5 242 231 353 404 545 512 263 228 415 453 301 310
"5428" "USC00344915" 34.9614 -96.75 297.2 184 214 332 395 512 520 310 292 429 436 277 248
"5429" "USC00344950" 36.3894 -98.1061 388.6 101 128 279 301 425 454 286 352 323 315 191 136
"5430" "USC00344975" 35.2928 -95.4322 259.1 258 253 383 434 633 489 290 253 570 487 370 317
"5431" "USC00345013" 36.6878 -97.5572 306.9 112 138 292 300 440 528 279 373 310 367 201 142
"5432" "USC00345045" 36.6992 -99.8967 644.7 68 87 182 194 275 352 265 285 180 188 111 105
"5433" "USC00345063" 34.6097 -98.4572 350.5 122 166 251 289 453 443 226 275 327 367 184 182
"5434" "USC00345090" 35.8781 -99.3433 634 73 115 218 230 419 367 196 247 246 271 142 117
"5435" "USC00345108" 34.4339 -96.2717 211.8 244 237 396 446 531 517 316 265 429 440 344 265
"5436" "USC00345118" 36.8472 -95.6353 225.6 179 189 341 427 629 506 304 314 421 341 296 239
"5437" "USC00345216" 34.8261 -97.6386 298.7 150 168 292 327 489 381 217 266 364 403 192 211
"5438" "USC00345247" 34.3281 -97.6794 299 170 209 290 299 508 437 236 267 378 370 216 205
"5439" "USC00345329" 35.3736 -98.3775 439.5 118 140 286 275 523 485 242 340 291 327 183 131
"5440" "USC00345437" 35.7628 -94.7344 312.4 260 237 413 475 622 417 333 340 477 458 464 321
"5441" "USC00345468" 34.0919 -96.7708 234.7 222 253 348 373 525 503 258 237 400 454 296 272
"5442" "USC00345509" 34.8911 -99.5017 486.2 100 119 189 245 379 433 215 293 286 274 153 108
"5443" "USC00345522" 36.1747 -96.4433 253 167 197 359 386 573 534 314 320 396 367 292 241
"5444" "USC00345540" 36.2461 -96.6839 291.1 151 183 343 362 552 436 305 365 460 320 292 207
"5445" "USC00345563" 33.8761 -97.1642 244.4 177 233 363 376 536 448 271 232 379 437 254 261
"5446" "USC00345581" 34.6456 -97.9778 381 148 188 290 329 521 511 257 323 368 450 229 202
"5447" "USC00345693" 35.1447 -94.9669 199.6 299 291 418 470 591 447 315 292 460 382 477 348
"5448" "USC00345713" 34.3094 -95.8672 204.8 289 302 415 444 634 485 292 245 429 528 427 352
"5449" "USC00345768" 36.7894 -97.7333 326.7 125 152 315 325 519 492 282 326 313 345 186 140
"5450" "USC00345779" 35.505 -96.9772 281.9 155 216 311 338 544 573 258 281 456 454 269 211
"5451" "USC00345855" 36.8833 -94.8833 245.4 197 218 365 375 562 516 334 338 518 355 413 215
"5452" "USC00346035" 35.1464 -99.4956 515.1 97 119 200 245 414 415 206 315 277 273 150 108
"5453" "USC00346110" 36.0483 -97.39 300.2 126 156 305 320 486 466 292 308 397 318 232 166
"5454" "USC00346130" 35.7781 -95.3339 157.9 209 234 383 389 570 614 333 232 445 432 372 313
"5455" "USC00346139" 36.2283 -99.17 576.1 82 87 218 232 386 373 242 245 251 236 143 105
"5456" "USC00346278" 36.8914 -97.0586 347.5 97 167 305 402 519 573 390 344 367 382 218 167
"5457" "USC00346386" 35.1811 -97.4378 344.4 155 185 317 333 471 552 300 352 402 391 216 214
"5458" "USC00346485" 36.6917 -95.6436 216.4 170 199 370 394 545 517 352 308 401 362 319 228
"5459" "USC00346629" 36.1217 -98.315 370.3 100 141 267 277 402 420 264 310 295 307 180 142
"5460" "USC00346638" 35.4253 -96.3033 285 204 234 348 393 570 503 305 309 490 433 323 270
"5461" "USC00346659" 35.4056 -97.5972 393.8 142 173 303 308 486 502 296 323 409 390 217 212
"5462" "USC00346670" 35.6239 -96.025 197.2 177 242 370 411 577 447 365 308 460 424 351 287
"5463" "USC00346678" 35.6092 -95.4633 198.1 225 246 358 375 639 472 332 290 534 451 390 304
"5464" "USC00346751" 36.3486 -98.4808 383.7 85 107 224 260 372 385 238 283 273 247 154 110
"5465" "USC00346926" 34.7253 -97.2814 286.5 189 222 319 333 529 488 266 252 446 376 272 249
"5466" "USC00346935" 36.6692 -96.3472 254.5 168 226 393 486 579 650 456 359 461 384 303 229
"5467" "USC00346940" 36.3567 -96.8108 254.5 136 176 372 370 557 462 348 360 432 356 261 190
"5468" "USC00347003" 35.9853 -97.0189 281.9 126 168 312 341 577 511 290 241 401 337 247 172
"5469" "USC00347012" 36.2886 -97.2897 312.4 123 176 295 351 507 454 318 325 380 317 212 177
"5470" "USC00347068" 35.6906 -97.745 365.8 113 162 305 290 470 452 259 348 323 315 203 169
"5471" "USC00347214" 34.4997 -96.6275 312.4 223 242 375 390 543 507 334 266 404 462 295 269
"5472" "USC00347254" 35.0539 -94.6264 134.1 276 298 423 429 605 414 297 248 438 494 385 367
"5473" "USC00347264" 35.4875 -96.7303 307.8 163 203 333 348 553 537 306 321 457 412 247 232
"5474" "USC00347309" 36.3092 -95.3297 190.5 203 228 336 438 527 510 369 319 480 365 395 261
"5475" "USC00347327" 34.9858 -97.3842 341.4 183 225 352 379 553 505 283 357 433 431 265 267
"5476" "USC00347372" 35.1333 -95.3667 199.3 255 255 403 444 611 510 366 315 529 470 376 327
"5477" "USC00347390" 36.5044 -96.7439 251.5 131 174 352 375 536 497 339 391 391 318 240 194
"5478" "USC00347394" 36.6 -95.9167 237.7 147 242 354 430 554 467 464 279 475 347 306 220
"5479" "USC00347403" 34.1578 -98.3108 303.6 128 189 226 283 365 351 225 239 320 337 200 160
"5480" "USC00347412" 36.5447 -101.0842 826 44 57 144 171 267 342 261 372 175 168 67 80
"5481" "USC00347505" 36.4611 -97.1797 277.4 107 147 317 356 490 592 336 302 348 350 208 158
"5482" "USC00347534" 36.9425 -102.6314 1225.3 35 33 95 117 201 244 244 259 115 129 47 44
"5483" "USC00347565" 35.1589 -99.3658 541.6 102 122 234 258 410 417 200 282 315 287 162 120
"5484" "USC00347579" 35.6256 -99.9106 726.9 81 97 188 218 324 432 204 282 250 254 104 101
"5485" "USC00347727" 34.8511 -99.0208 445.6 113 122 236 258 408 478 246 283 284 289 172 134
"5486" "USC00347862" 35.4572 -94.8047 201.2 271 288 397 448 596 466 331 322 479 429 470 322
"5487" "USC00347952" 35.3061 -99.6275 579.1 73 97 203 216 422 403 194 319 271 266 133 100
"5488" "USC00347979" 35.0383 -95.9578 214.9 254 250 396 350 605 418 285 255 507 443 347 288
"5489" "USC00348016" 34.9692 -98.7603 449.6 100 115 284 278 416 448 286 277 339 311 194 140
"5490" "USC00348042" 35.2317 -96.6531 279.8 184 234 333 404 532 519 300 303 438 460 289 238
"5491" "USC00348110" 35.3553 -96.9203 332.8 166 216 349 345 558 553 268 303 399 448 277 250
"5492" "USC00348258" 36.365 -96.0028 196.6 162 122 339 418 529 539 326 358 493 337 294 208
"5493" "USC00348299" 34.6867 -98.9483 417.6 113 125 249 258 458 431 253 300 315 325 198 148
"5494" "USC00348380" 36.3894 -95.0597 208.8 238 239 374 436 542 514 328 351 483 374 385 294
"5495" "USC00348416" 35.245 -94.625 150.9 285 301 416 477 569 434 356 235 410 408 497 349
"5496" "USC00348479" 35.3197 -97.2117 368.5 154 257 359 327 499 461 365 333 396 426 279 225
"5497" "USC00348501" 36.1175 -97.095 272.8 135 170 319 343 506 498 314 319 385 327 242 173
"5498" "USC00348506" 35.8953 -94.6486 304.8 273 289 467 476 635 512 367 407 453 456 477 349
"5499" "USC00348563" 35.7975 -96.6658 275.8 163 199 312 349 508 492 315 294 390 422 273 224
"5500" "USC00348652" 35.4219 -99.9053 658.4 58 92 183 186 380 359 201 286 236 228 121 104
"5501" "USC00348677" 35.9369 -94.9644 259.1 258 265 410 403 626 520 440 387 514 461 430 309
"5502" "USC00348708" 36.0381 -98.9592 519.7 93 104 221 263 423 429 238 264 280 291 158 119
"5503" "USC00348815" 35.7522 -98.7453 543.2 110 135 270 280 473 431 232 332 299 315 171 141
"5504" "USC00348884" 34.1925 -96.6442 195.7 219 249 399 384 540 566 260 240 428 497 324 296
"5505" "USC00349017" 36.8136 -100.8636 824.5 40 58 146 169 266 402 265 246 151 177 77 71
"5506" "USC00349023" 34.6147 -95.2803 182.9 298 321 430 506 658 499 383 257 460 489 462 349
"5507" "USC00349032" 34.5011 -97.5433 291.7 210 177 320 363 582 434 225 271 411 404 259 215
"5508" "USC00349086" 35.3672 -97.8872 382.5 146 161 318 288 503 491 238 355 340 376 212 165
"5509" "USC00349118" 33.9981 -95.1433 144.8 311 378 495 425 626 422 373 285 456 514 487 432
"5510" "USC00349172" 36.1508 -99.3003 690.4 116 108 269 228 405 378 211 271 266 279 141 137
"5511" "USC00349203" 36.5469 -95.1322 224 198 222 368 390 542 471 307 315 496 381 372 274
"5512" "USC00349212" 34.9003 -99.8614 573 73 100 186 231 386 398 225 262 274 269 140 94
"5513" "USC00349247" 35.9675 -95.3739 179.8 243 227 368 419 588 492 298 336 518 442 327 303
"5514" "USC00349278" 34.3603 -98.3006 306.3 147 190 284 296 452 457 215 253 349 389 233 186
"5515" "USC00349298" 36.9219 -95.7986 268.2 146 174 374 405 629 541 279 299 391 390 273 211
"5516" "USC00349364" 35.8578 -98.4139 466.3 117 139 275 274 413 429 282 365 294 320 185 146
"5517" "USC00349395" 34.1747 -97.9964 278 143 187 256 294 438 421 229 231 301 314 185 197
"5518" "USC00349404" 36.5758 -98.8797 459.6 75 101 216 217 431 428 269 313 228 250 138 108
"5519" "USC00349422" 35.52 -98.6986 493.2 116 126 252 234 464 451 206 353 278 353 160 123
"5520" "USC00349445" 35.4814 -95.2039 167.6 261 277 398 411 591 437 274 291 446 436 399 347
"5521" "USC00349479" 35.5828 -96.3958 256.9 166 205 378 362 559 525 306 309 472 441 309 228
"5522" "USC00349575" 35.1314 -96.5389 280.4 177 243 342 386 527 501 318 323 472 431 329 277
"5523" "USC00349629" 34.7325 -98.7125 507.5 168 181 289 286 470 450 285 310 380 375 223 173
"5524" "USC00349634" 34.9611 -95.1711 193.5 302 312 392 491 637 474 306 255 443 473 479 359
"5525" "USC00349668" 35.0522 -99.5125 531.9 115 129 228 285 430 419 217 343 283 290 163 124
"5526" "USC00349724" 34.9417 -94.7039 160 300 307 441 453 608 465 335 278 436 463 482 422
"5527" "USC00349760" 36.4408 -99.3817 574.5 84 96 204 215 379 386 226 270 216 236 134 116
"5528" "USC00350036" 42.1761 -119.8961 1396.9 70 95 80 97 105 65 71 27 47 80 120 125
"5529" "USC00350118" 42.9694 -119.9933 1320.4 46 58 75 91 127 77 39 56 43 65 53 73
"5530" "USC00350145" 44.4044 -123.7533 70.1 1411 1099 1002 698 418 277 65 101 251 619 1451 1583
"5531" "USC00350197" 44.8197 -120.7533 923.5 156 109 131 130 154 112 35 39 71 109 184 189
"5532" "USC00350217" 42.2461 -123.1764 410.3 398 327 275 209 129 70 33 36 58 156 402 477
"5533" "USC00350265" 45.7211 -120.2064 84.4 139 98 79 65 69 48 12 22 44 68 120 161
"5534" "USC00350304" 42.2128 -122.7144 532.2 226 189 203 177 168 84 49 52 67 141 300 344
"5535" "USC00350312" 44.7261 -120.7531 783.3 153 128 112 129 154 113 44 37 55 124 158 167
"5536" "USC00350356" 44.5747 -118.4914 1284.1 259 181 189 160 182 151 81 97 82 125 285 318
"5537" "USC00350471" 43.1497 -124.4019 6.1 946 723 701 451 322 177 39 61 132 399 888 1032
"5538" "USC00350501" 43.9456 -120.2169 1210.1 148 115 113 120 144 106 67 66 60 92 162 187
"5539" "USC00350595" 45.4547 -122.8203 82.3 611 447 406 299 229 177 56 64 139 312 636 682
"5540" "USC00350652" 44.2867 -122.0386 655.9 1074 833 762 574 440 286 94 95 212 556 1213 1262
"5541" "USC00350694" 44.0567 -121.285 1115.6 153 109 73 78 89 70 56 48 41 60 139 220
"5542" "USC00350699" 44.1183 -121.2103 1023.5 106 77 64 77 115 84 69 55 54 69 113 113
"5543" "USC00350856" 42.2208 -120.5792 1389.9 155 149 140 148 136 106 91 48 58 94 184 199
"5544" "USC00350858" 45.8472 -119.6933 85.3 124 92 71 73 73 52 20 22 41 66 122 134
"5545" "USC00350897" 45.6361 -121.9519 18.9 1096 879 811 614 407 330 92 110 269 627 1264 1253
"5546" "USC00351055" 42.03 -124.2453 15.2 1184 996 943 647 385 202 43 72 139 536 1124 1451
"5547" "USC00351058" 42.0569 -124.2653 77.7 1301 1117 1037 681 395 244 45 93 160 510 1357 1496
"5548" "USC00351067" 43.8094 -120.6 1414.3 97 66 60 57 110 78 48 42 53 62 89 148
"5549" "USC00351124" 43.0661 -118.8683 1260.3 62 70 93 89 136 100 42 45 43 67 111 204
"5550" "USC00351149" 42.18 -122.9853 594.1 331 265 236 187 150 96 42 50 66 148 345 467
"5551" "USC00351354" 42.9419 -123.28 213.4 501 375 355 283 212 102 45 37 86 242 522 660
"5552" "USC00351433" 44.3914 -122.4811 292.6 818 657 685 594 480 341 91 110 222 521 994 933
"5553" "USC00351448" 42.1597 -123.6422 419.7 1077 901 786 428 242 94 28 39 80 353 959 1300
"5554" "USC00351546" 43.2292 -121.7894 1450.8 446 315 259 144 121 111 51 59 60 147 356 510
"5555" "USC00351574" 42.7036 -121.9953 1274.1 306 236 189 135 137 67 42 42 59 121 298 446
"5556" "USC00351643" 46.1081 -123.2058 6.7 806 571 557 407 277 186 72 78 174 423 900 888
"5557" "USC00351682" 45.205 -123.8925 3.7 1172 845 888 642 458 338 112 120 296 623 1302 1200
"5558" "USC00351765" 45.2325 -120.1817 865.6 169 130 124 138 162 107 48 43 57 110 172 189
"5559" "USC00351836" 43.1872 -124.2025 7 893 686 673 463 289 161 39 51 121 366 867 966
"5560" "USC00351862" 44.6342 -123.19 68.6 640 511 444 291 231 152 49 53 125 310 694 771
"5561" "USC00351877" 44.5078 -123.4575 180.4 1122 855 740 461 281 178 41 55 152 436 1095 1309
"5562" "USC00351897" 43.7917 -123.0275 181.4 656 497 490 399 320 167 52 69 136 354 744 744
"5563" "USC00351902" 43.7178 -123.0578 253.3 661 530 500 434 333 174 59 72 140 371 745 794
"5564" "USC00351914" 44.1308 -122.2419 384 964 679 790 704 461 307 70 85 191 492 1138 1152
"5565" "USC00351926" 45.2964 -117.7903 954 222 150 177 277 279 191 59 85 99 144 265 206
"5566" "USC00351946" 42.8967 -122.1328 1973.6 941 772 753 546 357 228 103 100 198 442 1025 1156
"5567" "USC00352010" 43.7228 -123.2086 121.9 706 555 520 407 314 171 59 69 142 384 764 839
"5568" "USC00352112" 44.9464 -123.2908 88.4 765 567 487 317 214 152 42 54 116 308 770 905
"5569" "USC00352135" 42.9447 -117.3389 1287.8 115 79 106 112 141 96 32 30 51 67 114 147
"5570" "USC00352173" 44.5564 -119.6447 688.8 119 103 119 135 175 129 53 65 55 100 142 128
"5571" "USC00352292" 44.7242 -122.2547 371.9 1267 1007 974 781 593 406 96 106 278 694 1426 1443
"5572" "USC00352325" 45.4833 -123.1242 50.3 716 515 450 296 215 146 41 58 116 317 707 790
"5573" "USC00352374" 43.7819 -122.9628 249.9 629 482 518 433 356 195 68 77 163 368 733 706
"5574" "USC00352406" 43.6656 -123.3275 89 717 559 501 394 279 136 44 62 127 334 784 855
"5575" "USC00352415" 43.8081 -118.3775 1071.4 135 104 116 88 106 82 35 44 41 78 133 163
"5576" "USC00352440" 45.4539 -121.1303 405.4 191 158 119 108 109 67 29 35 55 101 184 222
"5577" "USC00352493" 45.2742 -122.2019 282.2 742 621 638 568 473 358 120 108 259 533 875 791
"5578" "USC00352597" 45.5669 -117.9239 822 317 233 220 199 223 175 70 66 82 170 312 307
"5579" "USC00352633" 43.5992 -123.5992 36.6 784 603 559 398 263 120 34 41 118 310 867 952
"5580" "USC00352675" 45.4 -117.2667 1182.6 137 99 140 181 232 197 87 87 73 88 146 129
"5581" "USC00352678" 45.7083 -117.1528 999.7 163 118 175 194 219 202 106 116 86 112 215 197
"5582" "USC00352693" 45.2689 -122.3186 137.2 783 625 633 521 404 288 93 91 209 493 854 829
"5583" "USC00352775" 43.2589 -124.0233 59.4 1025 843 849 608 370 204 54 80 187 491 1124 1322
"5584" "USC00352800" 44.8358 -123.4525 210.3 1456 961 818 616 290 211 57 72 161 519 1216 1540
"5585" "USC00352805" 44.8578 -123.4308 128 1089 844 751 452 243 155 38 65 143 443 1092 1233
"5586" "USC00352867" 44.0494 -123.3703 147.8 686 528 519 345 284 170 57 65 131 315 791 813
"5587" "USC00352876" 42.2642 -118.6758 1288.4 82 96 87 86 112 80 35 31 45 64 89 98
"5588" "USC00352972" 43.9703 -124.1153 3.7 1285 973 895 585 372 296 97 82 239 574 1311 1293
"5589" "USC00352973" 44.0042 -124.0947 22.9 1306 990 917 602 398 307 97 120 239 520 1300 1416
"5590" "USC00352974" 43.1914 -123.5545 213.4 730 574 456 323 228 98 29 49 91 286 762 851
"5591" "USC00352997" 45.5247 -123.1028 54.9 719 540 476 312 219 159 44 60 121 324 764 819
"5592" "USC00353014" 46.1358 -123.8783 12.8 1186 894 909 628 385 305 130 133 277 747 1435 1200
"5593" "USC00353038" 44.9983 -120.2175 807.7 144 136 136 149 187 132 53 51 68 132 174 162
"5594" "USC00353047" 44.4139 -122.6728 167.6 717 579 576 476 405 279 82 90 178 428 856 807
"5595" "USC00353193" 43.7464 -124.1217 9.1 1025 836 838 525 377 243 60 72 160 504 1155 1184
"5596" "USC00353250" 45.7 -118.3667 530 306 273 332 269 273 153 60 60 101 203 431 365
"5597" "USC00353356" 42.4036 -124.4242 15.2 1144 1027 1011 666 372 188 40 76 143 491 1170 1378
"5598" "USC00353402" 45.3014 -121.7417 1213.1 1248 937 854 739 569 406 123 119 335 717 1349 1332
